"experiment_name","assay_plate_number","assay_well","assay_time_hours","od600","assay_strain","stock_b12_conc","stock_met_conc","stock_volume_added","assay_volume_added","bio_replicate","tech_replicate","bacteria_strain_id","sample_treatment","assay_type","b12_conc_ngl","met_conc_mgl","assay_dilution","adjusted_b12_conc_ngl","log_b12_pgl","fluorescence","log_fluorescence"
"b12_assay_4","2","P7",23,0.031,"metE_metH",1280,0,10,90,1,1,"blank",NA,"E. coli OD600",128,0.037,0.1,128,11.7597855429018,NA,NA
"b12_assay_4","2","P8",23,0.028,"metE_metH",1280,0,3,97,1,1,"blank",NA,"E. coli OD600",38.4,0.037,0.03,38.4,10.5558127385758,NA,NA
"b12_assay_4","2","P9",23,0.035,"metE_metH",512,0,10,90,1,1,"blank",NA,"E. coli OD600",51.2,0.037,0.1,51.2,10.8434948110276,NA,NA
"b12_assay_4","3","A1",91,NA,"metE4",20000,0,10,90,1,1,"blank","filter_then_boil","Chlamy fluorescence",2000.1,0,0.1,NA,14.5087077372743,429436,12.970227998826
"b12_assay_4","3","A10",91,NA,"metE4",512,0,3,97,1,1,"blank","filter_then_boil","Chlamy fluorescence",15.46,0,0.03,NA,9.64601132214141,83337,11.3306479072083
"b12_assay_4","3","A11",91,NA,"metE4",204.8,0,10,90,1,1,"blank","filter_then_boil","Chlamy fluorescence",20.58,0,0.1,NA,9.93207500938804,132970,11.7978788178508
"b12_assay_4","3","A12",91,NA,"metE4",204.8,0,3,97,1,1,"blank","filter_then_boil","Chlamy fluorescence",6.244,0,0.03,NA,8.73937628163532,25141,10.1322552586006
"b12_assay_4","3","A13",91,NA,"metE4",81.92,0,10,90,1,1,"blank","filter_then_boil","Chlamy fluorescence",8.292,0,0.1,NA,9.02304647355567,44085,10.6938748675211
"b12_assay_4","3","A14",91,NA,"metE4",81.92,0,3,97,1,1,"blank","filter_then_boil","Chlamy fluorescence",2.5576,0,0.03,NA,7.84682459774563,9807,9.19085169539232
"b12_assay_4","3","A15",91,NA,"metE4",32.768,0,10,90,1,1,"blank","filter_then_boil","Chlamy fluorescence",3.3768,0,0.1,NA,8.12468379446829,13379,9.50144159247362
"b12_assay_4","3","A16",91,NA,"metE4",32.768,0,3,97,1,1,"blank","filter_then_boil","Chlamy fluorescence",1.08304,0,0.03,NA,6.9875271807603,3033,8.01730750768858
"b12_assay_4","3","A17",91,NA,"metE4",13.1072,0,10,90,1,1,"blank","filter_then_boil","Chlamy fluorescence",1.41072,0,0.1,NA,7.25185549133872,6503,8.78001888786915
"b12_assay_4","3","A18",91,NA,"metE4",13.1072,0,3,97,1,1,"blank","filter_then_boil","Chlamy fluorescence",0.493216,0,0.03,NA,6.20094721196431,1926,7.56320059235807
"b12_assay_4","3","A19",91,NA,"metE4",5.24288,0,10,90,1,1,"blank","filter_then_boil","Chlamy fluorescence",0.624288,0,0.1,NA,6.43661180035485,2454,7.80547462527086
"b12_assay_4","3","A2",91,NA,"metE4",20000,0,3,97,1,1,"blank","filter_then_boil","Chlamy fluorescence",600.1,0,0.03,NA,13.3048515869776,490337,13.1028481887937
"b12_assay_4","3","A20",91,NA,"metE4",5.24288,0,3,97,1,1,"blank","filter_then_boil","Chlamy fluorescence",0.2572864,0,0.03,NA,5.5501898613031,2529,7.83557924666997
"b12_assay_4","3","A21",91,NA,"metE4",2.097152,0,10,90,1,1,"blank","filter_then_boil","Chlamy fluorescence",0.3097152,0,0.1,NA,5.73565316552939,2147,7.67182679787878
"b12_assay_4","3","A22",91,NA,"metE4",2.097152,0,3,97,1,1,"blank","filter_then_boil","Chlamy fluorescence",0.16291456,0,0.03,NA,5.09322589160157,1477,7.29776828253138
"b12_assay_4","3","A23",91,NA,"metE4",0,0,10,90,1,1,"blank","filter_then_boil","Chlamy fluorescence",0.1,0,0.1,NA,4.60517018598809,1521,7.32712329225929
"b12_assay_4","3","A24",91,NA,"metE4",0,0,3,97,1,1,"blank","filter_then_boil","Chlamy fluorescence",0.1,0,0.03,NA,4.60517018598809,1485,7.3031700512368
"b12_assay_4","3","A3",91,NA,"metE4",8000,0,10,90,1,1,"blank","filter_then_boil","Chlamy fluorescence",800.1,0,0.1,NA,13.5924919988382,484923,13.0917453944289
"b12_assay_4","3","A4",91,NA,"metE4",8000,0,3,97,1,1,"blank","filter_then_boil","Chlamy fluorescence",240.1,0,0.03,NA,12.3888107822093,499974,13.1223113760523
"b12_assay_4","3","A5",91,NA,"metE4",3200,0,10,90,1,1,"blank","filter_then_boil","Chlamy fluorescence",320.1,0,0.1,NA,12.676388725958,496475,13.1152884087324
"b12_assay_4","3","A6",91,NA,"metE4",3200,0,3,97,1,1,"blank","filter_then_boil","Chlamy fluorescence",96.1,0,0.03,NA,11.4731445949584,442299,12.999741402945
"b12_assay_4","3","A7",91,NA,"metE4",1280,0,10,90,1,1,"blank","filter_then_boil","Chlamy fluorescence",128.1,0,0.1,NA,11.7605664878848,476079,13.0733390858292
"b12_assay_4","3","A8",91,NA,"metE4",1280,0,3,97,1,1,"blank","filter_then_boil","Chlamy fluorescence",38.5,0,0.03,NA,10.5584135202759,230343,12.3473247813631
"b12_assay_4","3","A9",91,NA,"metE4",512,0,10,90,1,1,"blank","filter_then_boil","Chlamy fluorescence",51.3,0,0.1,NA,10.8454460311589,319801,12.6754542063314
"b12_assay_4","3","B1",91,NA,"metE4",20000,0,10,90,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",2000.1,0,0.1,NA,14.5087077372743,436421,12.9863626527732
"b12_assay_4","3","B10",91,NA,"metE4",512,0,3,97,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",15.46,0,0.03,NA,9.64601132214141,68881,11.1401356569986
"b12_assay_4","3","B11",91,NA,"metE4",204.8,0,10,90,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",20.58,0,0.1,NA,9.93207500938804,99178,11.5046714944839
"b12_assay_4","3","B12",91,NA,"metE4",204.8,0,3,97,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",6.244,0,0.03,NA,8.73937628163532,24107,10.090257533736
"b12_assay_4","3","B13",91,NA,"metE4",81.92,0,10,90,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",8.292,0,0.1,NA,9.02304647355567,36403,10.5024064678111
"b12_assay_4","3","B14",91,NA,"metE4",81.92,0,3,97,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",2.5576,0,0.03,NA,7.84682459774563,8364,9.03169206054852
"b12_assay_4","3","B15",91,NA,"metE4",32.768,0,10,90,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",3.3768,0,0.1,NA,8.12468379446829,10539,9.26283794093394
"b12_assay_4","3","B16",91,NA,"metE4",32.768,0,3,97,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",1.08304,0,0.03,NA,6.9875271807603,3456,8.14786712992395
"b12_assay_4","3","B17",91,NA,"metE4",13.1072,0,10,90,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",1.41072,0,0.1,NA,7.25185549133872,5164,8.54946675196653
"b12_assay_4","3","B18",91,NA,"metE4",13.1072,0,3,97,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",0.493216,0,0.03,NA,6.20094721196431,2983,8.00068478451475
"b12_assay_4","3","B19",91,NA,"metE4",5.24288,0,10,90,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",0.624288,0,0.1,NA,6.43661180035485,2779,7.9298464297425
"b12_assay_4","3","B2",91,NA,"metE4",20000,0,3,97,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",600.1,0,0.03,NA,13.3048515869776,478320,13.0780352435548
"b12_assay_4","3","B20",91,NA,"metE4",5.24288,0,3,97,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",0.2572864,0,0.03,NA,5.5501898613031,1507,7.3178761986265
"b12_assay_4","3","B21",91,NA,"metE4",2.097152,0,10,90,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",0.3097152,0,0.1,NA,5.73565316552939,2294,7.73805229768932
"b12_assay_4","3","B22",91,NA,"metE4",2.097152,0,3,97,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",0.16291456,0,0.03,NA,5.09322589160157,1529,7.33236920592906
"b12_assay_4","3","B23",91,NA,"metE4",0,0,10,90,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",0.1,0,0.1,NA,4.60517018598809,1450,7.27931883541462
"b12_assay_4","3","B24",91,NA,"metE4",0,0,3,97,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",0.1,0,0.03,NA,4.60517018598809,1363,7.21744343169653
"b12_assay_4","3","B3",91,NA,"metE4",8000,0,10,90,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",800.1,0,0.1,NA,13.5924919988382,453195,13.0240777754185
"b12_assay_4","3","B4",91,NA,"metE4",8000,0,3,97,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",240.1,0,0.03,NA,12.3888107822093,453208,13.0241064602309
"b12_assay_4","3","B5",91,NA,"metE4",3200,0,10,90,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",320.1,0,0.1,NA,12.676388725958,459879,13.038718690385
"b12_assay_4","3","B6",91,NA,"metE4",3200,0,3,97,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",96.1,0,0.03,NA,11.4731445949584,389956,12.8737891912283
"b12_assay_4","3","B7",91,NA,"metE4",1280,0,10,90,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",128.1,0,0.1,NA,11.7605664878848,608611,13.3189345905505
"b12_assay_4","3","B8",91,NA,"metE4",1280,0,3,97,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",38.5,0,0.03,NA,10.5584135202759,175674,12.0763852837146
"b12_assay_4","3","B9",91,NA,"metE4",512,0,10,90,1,1,"HTWP4","filter_then_boil","Chlamy fluorescence",51.3,0,0.1,NA,10.8454460311589,294606,12.593394149402
"b12_assay_4","3","C1",91,NA,"metE4",20000,0,10,90,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",2000.1,0,0.1,NA,14.5087077372743,454671,13.0273293594638
"b12_assay_4","3","C10",91,NA,"metE4",512,0,3,97,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",15.46,0,0.03,NA,9.64601132214141,67425,11.1187711480079
"b12_assay_4","3","C11",91,NA,"metE4",204.8,0,10,90,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",20.58,0,0.1,NA,9.93207500938804,92288,11.4326694012046
"b12_assay_4","3","C12",91,NA,"metE4",204.8,0,3,97,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",6.244,0,0.03,NA,8.73937628163532,22164,10.0062246299872
"b12_assay_4","3","C13",91,NA,"metE4",81.92,0,10,90,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",8.292,0,0.1,NA,9.02304647355567,30443,10.323611361653
"b12_assay_4","3","C14",91,NA,"metE4",81.92,0,3,97,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",2.5576,0,0.03,NA,7.84682459774563,9158,9.12238309321704
"b12_assay_4","3","C15",91,NA,"metE4",32.768,0,10,90,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",3.3768,0,0.1,NA,8.12468379446829,9552,9.16450583563238
"b12_assay_4","3","C16",91,NA,"metE4",32.768,0,3,97,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",1.08304,0,0.03,NA,6.9875271807603,3292,8.09925056179696
"b12_assay_4","3","C17",91,NA,"metE4",13.1072,0,10,90,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",1.41072,0,0.1,NA,7.25185549133872,2103,7.6511201757027
"b12_assay_4","3","C18",91,NA,"metE4",13.1072,0,3,97,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",0.493216,0,0.03,NA,6.20094721196431,1451,7.28000825288419
"b12_assay_4","3","C19",91,NA,"metE4",5.24288,0,10,90,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",0.624288,0,0.1,NA,6.43661180035485,1601,7.37838371299671
"b12_assay_4","3","C2",91,NA,"metE4",20000,0,3,97,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",600.1,0,0.03,NA,13.3048515869776,453249,13.0241969223267
"b12_assay_4","3","C20",91,NA,"metE4",5.24288,0,3,97,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",0.2572864,0,0.03,NA,5.5501898613031,1474,7.29573507274928
"b12_assay_4","3","C21",91,NA,"metE4",2.097152,0,10,90,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",0.3097152,0,0.1,NA,5.73565316552939,1367,7.22037383672395
"b12_assay_4","3","C22",91,NA,"metE4",2.097152,0,3,97,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",0.16291456,0,0.03,NA,5.09322589160157,1424,7.26122509197192
"b12_assay_4","3","C23",91,NA,"metE4",0,0,10,90,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",0.1,0,0.1,NA,4.60517018598809,1401,7.24494154633701
"b12_assay_4","3","C24",91,NA,"metE4",0,0,3,97,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",0.1,0,0.03,NA,4.60517018598809,1520,7.32646561384032
"b12_assay_4","3","C3",91,NA,"metE4",8000,0,10,90,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",800.1,0,0.1,NA,13.5924919988382,452101,13.0216608851803
"b12_assay_4","3","C4",91,NA,"metE4",8000,0,3,97,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",240.1,0,0.03,NA,12.3888107822093,432375,12.9770485462395
"b12_assay_4","3","C5",91,NA,"metE4",3200,0,10,90,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",320.1,0,0.1,NA,12.676388725958,461725,13.0427247547441
"b12_assay_4","3","C6",91,NA,"metE4",3200,0,3,97,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",96.1,0,0.03,NA,11.4731445949584,426702,12.9638411562989
"b12_assay_4","3","C7",91,NA,"metE4",1280,0,10,90,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",128.1,0,0.1,NA,11.7605664878848,522489,13.1663592099679
"b12_assay_4","3","C8",91,NA,"metE4",1280,0,3,97,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",38.5,0,0.03,NA,10.5584135202759,182789,12.1160877611369
"b12_assay_4","3","C9",91,NA,"metE4",512,0,10,90,1,1,"JW50603","filter_then_boil","Chlamy fluorescence",51.3,0,0.1,NA,10.8454460311589,272912,12.5169046778807
"b12_assay_4","3","D1",91,NA,"metE4",20000,0,10,90,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",2000.1,0,0.1,NA,14.5087077372743,472101,13.0649482247274
"b12_assay_4","3","D10",91,NA,"metE4",512,0,3,97,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",15.46,0,0.03,NA,9.64601132214141,66736,11.1084998164367
"b12_assay_4","3","D11",91,NA,"metE4",204.8,0,10,90,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",20.58,0,0.1,NA,9.93207500938804,92937,11.4396771232284
"b12_assay_4","3","D12",91,NA,"metE4",204.8,0,3,97,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",6.244,0,0.03,NA,8.73937628163532,22640,10.0274735323171
"b12_assay_4","3","D13",91,NA,"metE4",81.92,0,10,90,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",8.292,0,0.1,NA,9.02304647355567,35375,10.4737606349455
"b12_assay_4","3","D14",91,NA,"metE4",81.92,0,3,97,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",2.5576,0,0.03,NA,7.84682459774563,9028,9.10808613793743
"b12_assay_4","3","D15",91,NA,"metE4",32.768,0,10,90,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",3.3768,0,0.1,NA,8.12468379446829,12033,9.39540815443816
"b12_assay_4","3","D16",91,NA,"metE4",32.768,0,3,97,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",1.08304,0,0.03,NA,6.9875271807603,2904,7.97384437594469
"b12_assay_4","3","D17",91,NA,"metE4",13.1072,0,10,90,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",1.41072,0,0.1,NA,7.25185549133872,6280,8.74512525946224
"b12_assay_4","3","D18",91,NA,"metE4",13.1072,0,3,97,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",0.493216,0,0.03,NA,6.20094721196431,2075,7.6377164326648
"b12_assay_4","3","D19",91,NA,"metE4",5.24288,0,10,90,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",0.624288,0,0.1,NA,6.43661180035485,4016,8.29804166137157
"b12_assay_4","3","D2",91,NA,"metE4",20000,0,3,97,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",600.1,0,0.03,NA,13.3048515869776,507028,13.1363215078728
"b12_assay_4","3","D20",91,NA,"metE4",5.24288,0,3,97,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",0.2572864,0,0.03,NA,5.5501898613031,1581,7.36581283720947
"b12_assay_4","3","D21",91,NA,"metE4",2.097152,0,10,90,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",0.3097152,0,0.1,NA,5.73565316552939,1875,7.53636393840451
"b12_assay_4","3","D22",91,NA,"metE4",2.097152,0,3,97,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",0.16291456,0,0.03,NA,5.09322589160157,1495,7.30988148582479
"b12_assay_4","3","D23",91,NA,"metE4",0,0,10,90,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",0.1,0,0.1,NA,4.60517018598809,1526,7.3304052118444
"b12_assay_4","3","D24",91,NA,"metE4",0,0,3,97,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",0.1,0,0.03,NA,4.60517018598809,1459,7.28550654852279
"b12_assay_4","3","D3",91,NA,"metE4",8000,0,10,90,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",800.1,0,0.1,NA,13.5924919988382,415902,12.9382049345677
"b12_assay_4","3","D4",91,NA,"metE4",8000,0,3,97,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",240.1,0,0.03,NA,12.3888107822093,427672,12.9661118256235
"b12_assay_4","3","D5",91,NA,"metE4",3200,0,10,90,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",320.1,0,0.1,NA,12.676388725958,409040,12.9215682297539
"b12_assay_4","3","D6",91,NA,"metE4",3200,0,3,97,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",96.1,0,0.03,NA,11.4731445949584,495900,13.1141295724772
"b12_assay_4","3","D7",91,NA,"metE4",1280,0,10,90,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",128.1,0,0.1,NA,11.7605664878848,524717,13.1706143486163
"b12_assay_4","3","D8",91,NA,"metE4",1280,0,3,97,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",38.5,0,0.03,NA,10.5584135202759,179633,12.0986711596199
"b12_assay_4","3","D9",91,NA,"metE4",512,0,10,90,1,1,"OTU4908","filter_then_boil","Chlamy fluorescence",51.3,0,0.1,NA,10.8454460311589,285024,12.5603286662316
"b12_assay_4","3","E1",91,NA,"metE4",20000,0,10,90,1,1,"blank","boil_then_filter","Chlamy fluorescence",2000.1,0,0.1,NA,14.5087077372743,448916,13.014591066817
"b12_assay_4","3","E10",91,NA,"metE4",512,0,3,97,1,1,"blank","boil_then_filter","Chlamy fluorescence",15.46,0,0.03,NA,9.64601132214141,52633,10.8710985784333
"b12_assay_4","3","E11",91,NA,"metE4",204.8,0,10,90,1,1,"blank","boil_then_filter","Chlamy fluorescence",20.58,0,0.1,NA,9.93207500938804,100178,11.5147038826476
"b12_assay_4","3","E12",91,NA,"metE4",204.8,0,3,97,1,1,"blank","boil_then_filter","Chlamy fluorescence",6.244,0,0.03,NA,8.73937628163532,23878,10.0807128119053
"b12_assay_4","3","E13",91,NA,"metE4",81.92,0,10,90,1,1,"blank","boil_then_filter","Chlamy fluorescence",8.292,0,0.1,NA,9.02304647355567,37977,10.5447359923049
"b12_assay_4","3","E14",91,NA,"metE4",81.92,0,3,97,1,1,"blank","boil_then_filter","Chlamy fluorescence",2.5576,0,0.03,NA,7.84682459774563,8559,9.05473863988161
"b12_assay_4","3","E15",91,NA,"metE4",32.768,0,10,90,1,1,"blank","boil_then_filter","Chlamy fluorescence",3.3768,0,0.1,NA,8.12468379446829,12719,9.45085221745148
"b12_assay_4","3","E16",91,NA,"metE4",32.768,0,3,97,1,1,"blank","boil_then_filter","Chlamy fluorescence",1.08304,0,0.03,NA,6.9875271807603,4280,8.36170828857584
"b12_assay_4","3","E17",91,NA,"metE4",13.1072,0,10,90,1,1,"blank","boil_then_filter","Chlamy fluorescence",1.41072,0,0.1,NA,7.25185549133872,5861,8.67607551647643
"b12_assay_4","3","E18",91,NA,"metE4",13.1072,0,3,97,1,1,"blank","boil_then_filter","Chlamy fluorescence",0.493216,0,0.03,NA,6.20094721196431,2519,7.83161727635261
"b12_assay_4","3","E19",91,NA,"metE4",5.24288,0,10,90,1,1,"blank","boil_then_filter","Chlamy fluorescence",0.624288,0,0.1,NA,6.43661180035485,3549,8.1744211526465
"b12_assay_4","3","E2",91,NA,"metE4",20000,0,3,97,1,1,"blank","boil_then_filter","Chlamy fluorescence",600.1,0,0.03,NA,13.3048515869776,443420,13.0022726811462
"b12_assay_4","3","E20",91,NA,"metE4",5.24288,0,3,97,1,1,"blank","boil_then_filter","Chlamy fluorescence",0.2572864,0,0.03,NA,5.5501898613031,1489,7.30586003268401
"b12_assay_4","3","E21",91,NA,"metE4",2.097152,0,10,90,1,1,"blank","boil_then_filter","Chlamy fluorescence",0.3097152,0,0.1,NA,5.73565316552939,3026,8.0149968943483
"b12_assay_4","3","E22",91,NA,"metE4",2.097152,0,3,97,1,1,"blank","boil_then_filter","Chlamy fluorescence",0.16291456,0,0.03,NA,5.09322589160157,1474,7.29573507274928
"b12_assay_4","3","E23",91,NA,"metE4",0,0,10,90,1,1,"blank","boil_then_filter","Chlamy fluorescence",0.1,0,0.1,NA,4.60517018598809,1525,7.32974968904151
"b12_assay_4","3","E24",91,NA,"metE4",0,0,3,97,1,1,"blank","boil_then_filter","Chlamy fluorescence",0.1,0,0.03,NA,4.60517018598809,1609,7.38336814699238
"b12_assay_4","3","E3",91,NA,"metE4",8000,0,10,90,1,1,"blank","boil_then_filter","Chlamy fluorescence",800.1,0,0.1,NA,13.5924919988382,418267,12.94387526357
"b12_assay_4","3","E4",91,NA,"metE4",8000,0,3,97,1,1,"blank","boil_then_filter","Chlamy fluorescence",240.1,0,0.03,NA,12.3888107822093,411842,12.928395059633
"b12_assay_4","3","E5",91,NA,"metE4",3200,0,10,90,1,1,"blank","boil_then_filter","Chlamy fluorescence",320.1,0,0.1,NA,12.676388725958,412649,12.9303526316567
"b12_assay_4","3","E6",91,NA,"metE4",3200,0,3,97,1,1,"blank","boil_then_filter","Chlamy fluorescence",96.1,0,0.03,NA,11.4731445949584,458922,13.0366355399616
"b12_assay_4","3","E7",91,NA,"metE4",1280,0,10,90,1,1,"blank","boil_then_filter","Chlamy fluorescence",128.1,0,0.1,NA,11.7605664878848,553411,13.2238562232607
"b12_assay_4","3","E8",91,NA,"metE4",1280,0,3,97,1,1,"blank","boil_then_filter","Chlamy fluorescence",38.5,0,0.03,NA,10.5584135202759,248975,12.4251077687998
"b12_assay_4","3","E9",91,NA,"metE4",512,0,10,90,1,1,"blank","boil_then_filter","Chlamy fluorescence",51.3,0,0.1,NA,10.8454460311589,271490,12.5116805852653
"b12_assay_4","3","F1",91,NA,"metE4",20000,0,10,90,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",2000.1,0,0.1,NA,14.5087077372743,472278,13.0653230742361
"b12_assay_4","3","F10",91,NA,"metE4",512,0,3,97,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",15.46,0,0.03,NA,9.64601132214141,69372,11.1472386068705
"b12_assay_4","3","F11",91,NA,"metE4",204.8,0,10,90,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",20.58,0,0.1,NA,9.93207500938804,110130,11.609416765159
"b12_assay_4","3","F12",91,NA,"metE4",204.8,0,3,97,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",6.244,0,0.03,NA,8.73937628163532,26076,10.1687706300444
"b12_assay_4","3","F13",91,NA,"metE4",81.92,0,10,90,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",8.292,0,0.1,NA,9.02304647355567,36168,10.4959300289744
"b12_assay_4","3","F14",91,NA,"metE4",81.92,0,3,97,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",2.5576,0,0.03,NA,7.84682459774563,7454,8.9165060800392
"b12_assay_4","3","F15",91,NA,"metE4",32.768,0,10,90,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",3.3768,0,0.1,NA,8.12468379446829,15310,9.63626148865173
"b12_assay_4","3","F16",91,NA,"metE4",32.768,0,3,97,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",1.08304,0,0.03,NA,6.9875271807603,4423,8.39457347786833
"b12_assay_4","3","F17",91,NA,"metE4",13.1072,0,10,90,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",1.41072,0,0.1,NA,7.25185549133872,6174,8.7281022050621
"b12_assay_4","3","F18",91,NA,"metE4",13.1072,0,3,97,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",0.493216,0,0.03,NA,6.20094721196431,2913,7.97693875695943
"b12_assay_4","3","F19",91,NA,"metE4",5.24288,0,10,90,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",0.624288,0,0.1,NA,6.43661180035485,2834,7.94944442025063
"b12_assay_4","3","F2",91,NA,"metE4",20000,0,3,97,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",600.1,0,0.03,NA,13.3048515869776,454821,13.027659213935
"b12_assay_4","3","F20",91,NA,"metE4",5.24288,0,3,97,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",0.2572864,0,0.03,NA,5.5501898613031,1912,7.55590509361135
"b12_assay_4","3","F21",91,NA,"metE4",2.097152,0,10,90,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",0.3097152,0,0.1,NA,5.73565316552939,2259,7.722677516468
"b12_assay_4","3","F22",91,NA,"metE4",2.097152,0,3,97,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",0.16291456,0,0.03,NA,5.09322589160157,1357,7.21303165983487
"b12_assay_4","3","F23",91,NA,"metE4",0,0,10,90,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",0.1,0,0.1,NA,4.60517018598809,1433,7.26752542782817
"b12_assay_4","3","F24",91,NA,"metE4",0,0,3,97,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",0.1,0,0.03,NA,4.60517018598809,1552,7.34729970074316
"b12_assay_4","3","F3",91,NA,"metE4",8000,0,10,90,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",800.1,0,0.1,NA,13.5924919988382,409969,12.9238368260658
"b12_assay_4","3","F4",91,NA,"metE4",8000,0,3,97,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",240.1,0,0.03,NA,12.3888107822093,409518,12.9227361373532
"b12_assay_4","3","F5",91,NA,"metE4",3200,0,10,90,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",320.1,0,0.1,NA,12.676388725958,410311,12.9246706877224
"b12_assay_4","3","F6",91,NA,"metE4",3200,0,3,97,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",96.1,0,0.03,NA,11.4731445949584,436859,12.9873657675513
"b12_assay_4","3","F7",91,NA,"metE4",1280,0,10,90,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",128.1,0,0.1,NA,11.7605664878848,424296,12.958186603854
"b12_assay_4","3","F8",91,NA,"metE4",1280,0,3,97,1,1,"HTWP4","boil_then_filter","Chlamy fluorescence",38.5,0,0.03,NA,10.5584135202759,202420,12.2181000257429
